datetime,open,high,low,close,volume,adj_price
1995/6/22,97.375,99.125,97.375,97.5,17376800,18.821336
1995/6/23,97.5,99.375,97.25,98.625,9846400,19.038505
1995/6/26,98.5,99.25,98,98.25,8720000,18.966115
1995/6/27,98.125,98.687523,94.5,95.375,13119600,18.411127
1995/6/28,95,96.625,94.375,96.125,12482400,18.555907
1995/6/29,96.375,98.125,96.375,97,9946400,18.724816
1995/6/30,97.75,98.125,95.375,96,8639200,18.531777
1995/7/3,96.25,97.875,95.75,97.625,2733600,18.845466
1995/7/5,97.875,98.625,96.75,96.75,9674400,18.676556
1995/7/6,97.125,98.875,96.875,98.875,9395200,19.086765
1995/7/7,98.625,100.625,98.625,99.5,15628400,19.207415
1995/7/10,100,101.25,100,100.625,9175200,19.424584
1995/7/11,100,101,99.5,99.75,8429600,19.255674
1995/7/12,100.375,102,99.625,101.625,11393200,19.617623
1995/7/13,101.75,104.25,101.25,103.75,13944800,20.027832
1995/7/14,102.625,104.125,102.125,103.875,10580000,20.051962
1995/7/17,104.125,107.5,104,107.25,14929600,20.70347
1995/7/18,107,108.625,102.875,107,35804400,20.65521
1995/7/19,105.25,105.5,97.75,101.25,34290800,19.545233
1995/7/20,102,104.375,101.375,104.125,20262800,20.100222
1995/7/21,104,104.875,103.125,103.625,17482400,20.003702
1995/7/24,104.125,107.875,103.5,107.5,20671600,20.751729
1995/7/25,107.5,110.25,107.5,108.375,21288000,20.920639
1995/7/26,109.125,109.625,108.25,109,14330800,21.041288
1995/7/27,109.5,110.875,109.5,110.75,12372000,21.379107
1995/7/28,110.875,111.25,109.875,110.625,9744400,21.354977
1995/7/31,110.625,111.25,108.5,108.875,10540800,21.017158
1995/8/1,109.125,110.125,107.25,109.625,12105600,21.161938
1995/8/2,110.625,111.75,107,107.5,12248400,20.751729
1995/8/3,106.5,109.5,105.625,109,13142400,21.041288
1995/8/4,109.125,109.75,108.5,108.625,5028800,20.968899
1995/8/7,109.125,109.375,108.625,108.875,5723200,21.017158
1995/8/8,108.875,110,108.875,109.625,7181200,21.210642
1995/8/9,110,110.375,109.625,109.875,7867200,21.259013
1995/8/10,109.875,110.375,108.875,109.125,7885600,21.1139
1995/8/11,109.5,109.625,108.375,109.25,9310800,21.138086
1995/8/14,109.25,110.875,109.25,110.75,6993200,21.428311
1995/8/15,111,112.125,110.25,112,10804000,21.670166
1995/8/16,112.125,112.75,110.75,112.375,11787200,21.742722
1995/8/17,112.375,114.625,112.25,113.625,12118800,21.984576
1995/8/18,113.875,114,111.125,111.375,14792400,21.549238
1995/8/21,111.375,111.375,106.5,106.75,18802800,20.654377
1995/8/22,107,108.25,105.625,107.625,22057200,20.823675
1995/8/23,108.125,108.5,106.5,106.625,12956000,20.630191
1995/8/24,106.625,106.625,104.5,104.875,15188000,20.291595
1995/8/25,103.75,105.375,103.75,103.875,11129200,20.098111
1995/8/28,103.75,103.875,101.375,101.625,16455600,19.662773
1995/8/29,102.125,102.625,98.625,102.375,24584000,19.807886
1995/8/30,103.125,103.5,101.125,101.625,12998400,19.662773
1995/8/31,102.5,103.75,102,103.375,9265600,20.001369
1995/9/1,102.75,104.5,102.375,102.75,7275600,19.880442
1995/9/5,103,103,100.125,101.125,26673200,19.566031
1995/9/6,102,102.625,100.625,100.75,16766000,19.493475
1995/9/7,100.5,101.25,99,99.375,16205200,19.227435
1995/9/8,100,100,98.125,98.875,21422000,19.130693
1995/9/11,98.25,98.375,95.875,96.375,26478000,18.646984
1995/9/12,96.125,98.5,95.125,97.5,29151200,18.864653
1995/9/13,97.5,98.75,92.375,94.625,55690400,18.308388
1995/9/14,95.25,95.625,92.5,93.375,31461600,18.066533
1995/9/15,92.75,92.75,91.625,92.25,27121600,17.848864
1995/9/18,92.5,94.25,92.375,94.125,17814800,18.211646
1995/9/19,94.625,96.875,94.25,96.75,16878800,18.71954
1995/9/20,97.625,98.125,95.625,95.75,11826800,18.526057
1995/9/21,95.75,96.5,93.875,94.375,11468000,18.260017
1995/9/22,93.875,94.375,93.375,93.875,9377200,18.163275
1995/9/25,94,94.75,92.625,92.75,11886000,17.945606
1995/9/26,93.25,93.875,92.5,92.875,11099200,17.969791
1995/9/27,92.625,94.5,91.875,94.375,18762800,18.260017
1995/9/28,94.875,95.375,93.875,93.875,11420400,18.163275
1995/9/29,94.25,95.25,93.625,94.5,10389200,18.284202
1995/10/2,95,95.625,93.375,93.5,9487600,18.090719
1995/10/3,93.5,95.25,93.375,94.875,13162400,18.356759
1995/10/4,94.25,94.625,93.375,93.75,8028000,18.139089
1995/10/5,93.875,95,93.5,94.5,9877200,18.284202
1995/10/6,95.25,95.375,94.125,94.125,10392000,18.211646
1995/10/9,93.875,94.125,92,92,12086000,17.800493
1995/10/10,90,91.125,89.125,90.75,25871200,17.558639
1995/10/11,91.5,92.875,91.25,92.5,13436000,17.897235
1995/10/12,93.25,93.5,92.125,93,9390800,17.993977
1995/10/13,94,94.25,92.5,92.5,9409600,17.897235
1995/10/16,92.5,94.125,92.5,94,10594400,18.18746
1995/10/17,92.5,97,91.25,96.875,45773600,18.743726
1995/10/18,97.875,98.25,95.75,96.375,29217600,18.646984
1995/10/19,96.875,98.375,96,98.25,18746800,19.009766
1995/10/20,98.25,98.5,95.25,95.375,17814400,18.4535
1995/10/23,95.625,99,95.625,99,16597600,19.154878
1995/10/24,98.875,99.25,97.25,98,12445600,18.961395
1995/10/25,98.5,98.5,96,96.125,10952000,18.598613
1995/10/26,96.25,96.625,94.625,95.875,13407200,18.550242
1995/10/27,95.875,96.625,95.75,96.5,9894800,18.671169
1995/10/30,97.5,98.75,97.125,98.25,12715200,19.009766
1995/10/31,98.375,99.125,96.875,97.25,11811200,18.816282
1995/11/1,97.25,97.625,96.375,96.875,8235200,18.743726
1995/11/2,97,99.875,96.75,99.625,13174400,19.275806
1995/11/3,100,101.5,99.875,101.5,12984800,19.638588
1995/11/6,101.25,102.375,100,100.5,12470000,19.445104
1995/11/7,99.5,100.625,98.125,98.75,15510800,19.106508
1995/11/8,99.125,100.125,97.25,97.75,10757600,18.961026
1995/11/9,99,99.75,98,98.375,12774000,19.08226
1995/11/10,97.5,98.25,96.625,97.375,9348400,18.888285
1995/11/13,97.5,98,97,97.375,9497200,18.888285
1995/11/14,96.875,97.375,95.25,95.375,9229600,18.500336
1995/11/15,95.625,96.25,94.75,95.5,8982400,18.524583
1995/11/16,95.625,96.75,95.125,95.625,11882000,18.54883
1995/11/17,95.375,95.875,94.75,95.125,11060400,18.451842
1995/11/20,95,95.375,93,93,10502800,18.039646
1995/11/21,93.125,94.875,93,94.5,12520800,18.330608
1995/11/22,94.75,96.375,94.375,95.25,8794000,18.476089
1995/11/24,95.25,96.625,95.25,95.875,2974400,18.597323
1995/11/27,96.5,97.375,95.625,95.875,8807200,18.597323
1995/11/28,95.75,97.5,95.625,97,11564800,18.815545
1995/11/29,97.25,97.5,96.75,97.125,11290000,18.839792
1995/11/30,97.25,98.125,96.625,96.625,10257600,18.742804
1995/12/1,97,97,94.75,94.75,10063600,18.379102
1995/12/4,95,97.25,94.625,96.125,10820400,18.645817
1995/12/5,96.875,97.125,95.625,95.75,11005600,18.573076
1995/12/6,96.25,96.5,94.25,95.75,12077600,18.573076
1995/12/7,95.25,95.5,94,94.75,10983600,18.379102
1995/12/8,95,96.875,94.625,96.875,10232800,18.791298
1995/12/11,97.125,97.25,95.875,96.25,8436800,18.670064
1995/12/12,96.375,96.75,95.25,95.375,8667200,18.500336
1995/12/13,95.125,95.375,94.375,94.5,11023600,18.330608
1995/12/14,94.75,95.125,92.375,93.75,13562000,18.185127
1995/12/15,92,92,89.875,90.25,27393600,17.506216
1995/12/18,90,90.125,87.75,89,25420800,17.263747
1995/12/19,89.125,91.875,89.125,91.875,14977600,17.821425
1995/12/20,92,92,89.125,89.375,14423200,17.336488
1995/12/21,89.875,91.125,89.75,90.875,10696000,17.62745
1995/12/22,90.875,91.875,90.875,91.25,7509600,17.70019
1995/12/26,92,92.125,91.625,91.75,3781600,17.797178
1995/12/27,91.75,92,90.75,92,6288000,17.845671
1995/12/28,91.125,91.375,90,90.125,7109600,17.481969
1995/12/29,90.375,91.75,89.5,91.375,13854000,17.724437
1996/1/2,91.375,92.125,90.625,90.875,10033600,17.62745
1996/1/3,91,91.25,89,89.25,12528000,17.312241
1996/1/4,89.125,89.125,85.625,86.875,32332800,16.851551
1996/1/5,86,88.75,86,88.625,15505600,17.191007
1996/1/8,88.625,89.25,88.625,89.125,3531600,17.287994
1996/1/9,89.125,89.125,86.125,86.75,14894000,16.827304
1996/1/10,86.625,89.25,86.625,87.25,22751600,16.924292
1996/1/11,88.125,88.5,86,87.25,18498400,16.924292
1996/1/12,87.25,87.25,86.125,86.375,10657600,16.754564
1996/1/15,86.5,86.5,83.125,83.125,14971200,16.124146
1996/1/16,84.125,87.75,83.5,87,18452000,16.875798
1996/1/17,86.75,89.25,85.75,87.625,19284800,16.997032
1996/1/18,90,96.25,89.625,96.25,39428000,18.670064
1996/1/19,96.625,104.125,96.5,102,52584000,19.785418
1996/1/22,101.5,103.875,101.375,102.25,21172000,19.833912
1996/1/23,100.75,104.5,100.75,103,19836800,19.979393
1996/1/24,103.125,109,103.125,107,31955600,20.755292
1996/1/25,107.625,108,104.125,104.125,18887200,20.197614
1996/1/26,103.875,106.25,103.5,104.75,10588400,20.318849
1996/1/29,104.75,106.625,104.25,106.5,9474400,20.658304
1996/1/30,106.5,109,106.375,108.625,18374400,21.070501
1996/1/31,108,109.875,107.5,108.5,20059200,21.046254
1996/2/1,108.75,110.375,108.125,109,16311200,21.143241
1996/2/2,109,109.875,108.75,109.625,12443600,21.264475
1996/2/5,109.375,112.375,109.25,112.25,13139600,21.773659
1996/2/6,112.875,115.125,112.625,114.75,20158400,22.258596
1996/2/7,114,114.625,111.5,112.625,16100800,21.8941
1996/2/8,112.375,114.5,111.875,113.5,12778400,22.064198
1996/2/9,113.375,114.375,113,113.5,13486000,22.064198
1996/2/12,114.125,115.875,113.875,115.25,14666400,22.404395
1996/2/13,114,114.875,113.5,113.625,13870800,22.088498
1996/2/14,113.875,115,113.75,114.25,12949600,22.209997
1996/2/15,114.375,118.5,114.25,117.625,23341200,22.866091
1996/2/16,118,118.875,117.5,118,19943600,22.93899
1996/2/20,116.75,120.875,116.75,119.125,21288800,23.157688
1996/2/21,119,120.625,118.625,120.25,16389200,23.376386
1996/2/22,121.75,125.625,121.25,124.125,21423200,24.12968
1996/2/23,125,126.125,124,125.625,16504800,24.421277
1996/2/26,123.875,125.5,123.875,124.875,11530000,24.275478
1996/2/27,125.125,128.875,124.5,128.75,18451600,25.028771
1996/2/28,127.625,128.875,127,127.375,17548000,24.761474
1996/2/29,125,127.375,122,122.625,29171600,23.838082
1996/3/1,121.625,121.75,117,118.125,32179600,22.96329
1996/3/4,118.75,121.25,115.25,116.125,17288400,22.574494
1996/3/5,117.125,119.5,116.125,119,14176800,23.133389
1996/3/6,119.75,119.875,116.375,117,10936800,22.744592
1996/3/7,117,117.5,115.375,117.125,9881600,22.768892
1996/3/8,115.5,116.875,112.25,114.25,21520400,22.209997
1996/3/11,113.875,117.875,113.875,117.25,15744000,22.793192
1996/3/12,115.625,116,113.625,114.25,16806400,22.209997
1996/3/13,114.5,116.625,114.5,115.875,11243200,22.525894
1996/3/14,116.5,118.75,116.125,116.875,11489200,22.720292
1996/3/15,116.875,120,115.75,119.875,14086000,23.303487
1996/3/18,120.625,125.125,120.5,124.625,15021600,24.226879
1996/3/19,124.75,125.5,121.5,121.75,11192000,23.667984
1996/3/20,120.875,120.875,114.25,117,30271600,22.744592
1996/3/21,117.5,117.875,114.125,114.875,15115200,22.331496
1996/3/22,115,115.75,114.25,114.25,8949600,22.209997
1996/3/25,114.875,115.125,108.375,108.75,18889600,21.140807
1996/3/26,108.375,112,107.625,110.75,18235600,21.529603
1996/3/27,111.125,113.75,110.25,111.25,14479200,21.626802
1996/3/28,111.875,112.375,109.5,109.75,12186400,21.335205
1996/3/29,110.375,113.75,110.375,111.25,11726400,21.626802
1996/4/1,112.125,112.75,110,110.375,9518000,21.456704
1996/4/2,111,118.125,110.5,117.625,21628800,22.866091
1996/4/3,117.5,120.5,116.125,119.75,16599600,23.279187
1996/4/4,119.875,119.875,117.25,117.75,10010000,22.890391
1996/4/8,115.625,119.375,114.5,119.375,15990800,23.206288
1996/4/9,119.75,120.125,117.5,117.875,7857600,22.914691
1996/4/10,117.75,120.875,115.125,116,12752400,22.550194
1996/4/11,116.375,118.375,114.75,117.5,15079200,22.841791
1996/4/12,115.25,115.625,110.125,111.5,31044000,21.675402
1996/4/15,112.625,114.375,111.5,114.125,9177200,22.185697
1996/4/16,115.125,116.375,114.625,115.5,9754000,22.452995
1996/4/17,116.75,120.125,103.375,105.25,65196400,20.460413
1996/4/18,105.625,107.25,103.625,105.5,41512000,20.509013
1996/4/19,105.75,107.125,104.625,105.375,19583200,20.484713
1996/4/22,106.875,107.625,105.625,107.25,13255200,20.84921
1996/4/23,107.5,107.75,106.75,107,9878000,20.80061
1996/4/24,107.625,107.625,105.625,106.75,12109200,20.75201
1996/4/25,107,108.5,106.625,108.25,17942000,21.043608
1996/4/26,108.5,108.875,107.625,107.75,9127200,20.946409
1996/4/29,107.75,108.75,107.375,108.625,10749600,21.116507
1996/4/30,110,110.25,107.5,107.75,10656000,20.946409
1996/5/1,107.75,108.5,107.625,107.875,8389600,20.970708
1996/5/2,108,109.375,107.375,107.875,14062000,20.970708
1996/5/3,108.25,109,107.75,108.125,8015200,21.019308
1996/5/6,108.5,108.5,106.375,107,11648400,20.80061
1996/5/7,107,107.25,105.625,105.875,9534800,20.581912
1996/5/8,105,106,103.625,105.875,14396000,20.650177
1996/5/9,105.75,107.75,105.75,107,9534400,20.869601
1996/5/10,107.375,108.375,106.125,106.375,8357600,20.747699
1996/5/13,106.375,108.5,105.875,107.625,9171600,20.991503
1996/5/14,108.25,108.875,107.5,108.625,12483200,21.186546
1996/5/15,109,109.875,108.5,109,10958000,21.259687
1996/5/16,108,109.25,107.625,108.625,10866800,21.186546
1996/5/17,109,111.625,109,110.875,15415200,21.625392
1996/5/20,112,112.5,111,112.125,9642800,21.869196
1996/5/21,111.875,112.125,110.75,111,8607600,21.649773
1996/5/22,110.75,111,109.75,110.375,8957200,21.527871
1996/5/23,109.875,110.5,109.25,109.25,10414800,21.308447
1996/5/24,109.5,109.875,108,108.75,5612000,21.210926
1996/5/28,109.25,109.375,107.875,108.25,6894000,21.113404
1996/5/29,107.75,108.375,105.625,106.875,13044000,20.84522
1996/5/30,106.875,107.625,106.125,107.25,10471200,20.918361
1996/5/31,107.625,108.25,106.625,106.75,9004800,20.82084
1996/6/3,106.375,106.5,105,105.375,6958000,20.552656
1996/6/4,105.375,106.625,105.375,105.875,7952000,20.650177
1996/6/5,106,106.375,104.75,104.875,7151600,20.455134
1996/6/6,104.875,104.875,101,101.25,23910800,19.748104
1996/6/7,96.5,102,96.125,101.75,29511200,19.845625
1996/6/10,102,103.25,101.375,102.625,12062000,20.016288
1996/6/11,103.25,104.375,102.375,103.125,10794800,20.113809
1996/6/12,103.625,103.875,102.75,103,8544400,20.089429
1996/6/13,103,104.125,101.75,103.25,8532000,20.13819
1996/6/14,103.375,104.25,101.625,101.625,10849200,19.821245
1996/6/17,101.875,102.75,100.875,102.5,7633600,19.991907
1996/6/18,102,102.5,101.25,101.25,7657600,19.748104
1996/6/19,101.75,102.625,101.5,102.125,5718000,19.918766
1996/6/20,102.25,102.25,99.375,100.75,16558400,19.650582
1996/6/21,100.75,101.75,98.25,98.625,16896400,19.236116
1996/6/24,99.625,100.125,98.5,99.625,9883200,19.431159
1996/6/25,99.375,99.75,98.875,99.75,8885200,19.455539
1996/6/26,99.75,100.125,98.5,98.625,10174800,19.236116
1996/6/27,98.375,99.625,97.625,98.875,13294800,19.284876
1996/6/28,99.125,99.875,98.875,99,9376400,19.309257
1996/7/1,99.25,102.25,99.125,101.5,9710000,19.796864
1996/7/2,101,101.25,99.875,100,8096400,19.5043
1996/7/3,99.75,100.125,98.125,98.5,9724000,19.211735
1996/7/5,97.875,99.25,97.75,97.875,6669600,19.089833
1996/7/8,98.125,99.25,98.125,98.375,7375600,19.187355
1996/7/9,98.75,100.25,98.75,99,7920800,19.309257
1996/7/10,98.75,99.5,97.75,98.875,11404800,19.284876
1996/7/11,97.625,97.625,94.125,96,23328800,18.724128
1996/7/12,95.625,96,94.625,95.312477,12897200,18.590031
1996/7/15,94.5,94.875,89.75,90.875,16318400,17.724532
1996/7/16,92.25,95.75,89.75,95.75,24828400,18.675367
1996/7/17,97.875,97.875,94,94.125,15158000,18.358422
1996/7/18,94.25,95.625,93.125,94.25,10685600,18.382803
1996/7/19,94.5,95.25,93.5,93.75,8460400,18.285281
1996/7/22,93.375,93.375,91.875,92.5,7123200,18.041477
1996/7/23,92.5,93.25,90,90.25,12460000,17.602631
1996/7/24,89.625,92.625,89.125,91.75,14734400,17.895195
1996/7/25,96,103.75,95,103.625,36059600,20.211331
1996/7/26,103.125,104.125,101.625,103.875,15961600,20.260091
1996/7/29,103.5,105.5,103.375,104.75,13352800,20.430754
1996/7/30,105.25,108,103.75,107.375,15971200,20.942742
1996/7/31,107.125,108.875,107,107.5,14021200,20.967122
1996/8/1,108,109,107.25,107.25,12482400,20.918361
1996/8/2,108.375,109.375,107.75,108.875,9063200,21.235306
1996/8/5,108,109.375,108,109.25,8604400,21.308447
1996/8/6,109.25,110.125,108.25,109.625,14385600,21.381589
1996/8/7,110,112.875,109.75,112.625,12268000,22.037075
1996/8/8,111.625,113.875,111.5,113.5,11762400,22.208284
1996/8/9,113,113.75,112.125,112.375,6987600,21.988158
1996/8/12,112,113.25,111.625,112.125,7727600,21.939241
1996/8/13,111.625,112.5,109.125,109.375,11935200,21.401155
1996/8/14,109.375,111.5,109.375,111.25,10326000,21.768032
1996/8/15,111.625,111.625,110.75,110.875,4626800,21.694656
1996/8/16,111,111.25,109.875,110,6046800,21.523447
1996/8/19,109.875,110.375,109.5,110,7054000,21.523447
1996/8/20,110.125,110.75,110,110.5,4538800,21.621281
1996/8/21,110.5,112.75,110.125,112.25,7064400,21.963699
1996/8/22,112.75,113.875,112.375,112.625,8249200,22.037075
1996/8/23,112.125,113.625,112,113,6173600,22.11045
1996/8/26,113,113.125,112.25,112.5,3654800,22.012616
1996/8/27,112.625,112.75,111.25,111.75,4819600,21.865865
1996/8/28,114,115.75,113.875,115,14829600,22.501785
1996/8/29,115.125,115.5,114.625,115.125,9182400,22.526244
1996/8/30,114.625,115,113.625,114.375,6151600,22.379493
1996/9/3,113.25,115.375,112.562477,115.25,8830400,22.550702
1996/9/4,115,115.625,114.5,114.625,5480800,22.42841
1996/9/5,114,114.5,113,113.125,7194400,22.134908
1996/9/6,113.5,115.875,113.5,115.5,9638000,22.599619
1996/9/9,116,117.75,115.875,117.625,10269600,23.015413
1996/9/10,117.625,119.375,116.5,118.125,16051200,23.113247
1996/9/11,116.75,118.25,116.75,118,8755200,23.088788
1996/9/12,118,118.25,117.125,117.25,8674800,22.942038
1996/9/13,118.125,122.875,118.125,122.125,22036400,23.895918
1996/9/16,122.125,123.375,121.75,122.75,10653200,24.01821
1996/9/17,123,123.625,121.5,123.625,13198400,24.189419
1996/9/18,124.375,125.25,123,124.5,14094000,24.360629
1996/9/19,124.25,125.125,123,123.5,8213200,24.164961
1996/9/20,123.625,124.875,122.875,123,12242000,24.067127
1996/9/23,122.25,124.75,122.125,124.25,6765600,24.311712
1996/9/24,124.25,126.875,124,124.125,14984000,24.287253
1996/9/25,124.5,126.875,124.5,126.5,10773600,24.751964
1996/9/26,126.25,127.875,124.125,124.375,12704000,24.33617
1996/9/27,124.75,125.5,124,124.75,5248800,24.409545
1996/9/30,124.875,127.125,124.125,124.5,7457600,24.360629
1996/10/1,124,125.25,123.125,123.75,9786000,24.213878
1996/10/2,124.25,125.875,124,125.875,8052800,24.629672
1996/10/3,125.75,126.25,124.625,125,7380400,24.458462
1996/10/4,125.875,127.125,125.625,126.625,9209200,24.776422
1996/10/7,126.875,128,126.875,127.875,7341600,25.021007
1996/10/8,128,129.5,127.625,128.375,12589600,25.118841
1996/10/9,129,129.375,126.125,126.25,9609600,24.703047
1996/10/10,125.5,128,125.5,127.75,8994000,24.996549
1996/10/11,128.5,130.125,128.25,129.875,11433200,25.412342
1996/10/14,129.875,130,129.125,130,5603600,25.436801
1996/10/15,130.75,131.25,128.625,129.5,11455600,25.338967
1996/10/16,129.5,129.5,127.375,127.625,7502800,24.97209
1996/10/17,128.75,129.125,125.25,125.625,8541600,24.580755
1996/10/18,125.5,129.5,124,129.375,13894800,25.314509
1996/10/21,128,135.375,126.75,130.125,33337200,25.461259
1996/10/22,129.625,130.75,126.25,127,11997200,24.849798
1996/10/23,126.5,129.875,126.125,129.25,12034000,25.29005
1996/10/24,129.5,129.75,127.375,127.375,7174000,24.923173
1996/10/25,126.375,128,126.375,126.5,6501600,24.751964
1996/10/28,126.625,128.125,126.5,127.375,7390000,24.923173
1996/10/29,127.5,127.75,125.125,125.625,10130000,24.580755
1996/10/30,125.75,127.5,125.75,126.375,8330000,24.727505
1996/10/31,126.5,129.125,125.875,129,8525200,25.241133
1996/11/1,128.875,129.625,127.125,127.5,8269200,24.947632
1996/11/4,127.375,129.375,127.375,128.75,6109200,25.192216
1996/11/5,129.75,131.5,129.25,130.25,11716400,25.485718
1996/11/6,130.625,133.875,130.25,133.375,11545600,26.167495
1996/11/7,133.125,135.125,132.75,133.75,13926400,26.241068
1996/11/8,133.375,134.5,132.875,134.375,6277600,26.36369
1996/11/11,134.375,134.875,134,134.5,5716800,26.388214
1996/11/12,135,135.75,133,133.25,10896400,26.142971
1996/11/13,133.5,135.875,133.25,134.75,9569200,26.437263
1996/11/14,134.625,137.625,134.625,136.875,11098000,26.854177
1996/11/15,137.625,145.5,137.375,145,31215200,28.448261
1996/11/18,144.75,150,143,146.75,23108400,28.791602
1996/11/19,146.875,154.875,146.5,154.125,24118400,30.238539
1996/11/20,153.375,159,152.375,152.625,32946800,29.944247
1996/11/21,153.125,154.875,152.5,154.125,18604400,30.238539
1996/11/22,154.125,158.875,154.125,158.5,16330000,31.096892
1996/11/25,158.125,158.5,156.125,157.625,11332000,30.925221
1996/11/26,157.5,160.75,157,158,22061600,30.998795
1996/11/27,158.25,160.25,157.75,158.125,11198800,31.023319
1996/11/29,158.125,159.625,158.125,159.375,3725200,31.268563
1996/12/2,159.625,163.5,159.625,163,13264000,31.979769
1996/12/3,163.625,166,162.625,162.625,18711200,31.906196
1996/12/4,162.875,164,159.125,162,17749200,31.783574
1996/12/5,161.375,162.625,158.375,158.5,12145200,31.096892
1996/12/6,154,158,153.375,155.625,24141600,30.532832
1996/12/9,156.625,160.125,156.25,160,11079600,31.391184
1996/12/10,161.5,161.875,157.75,157.75,12374000,30.949746
1996/12/11,155.25,158.625,153.75,156.125,23424400,30.630929
1996/12/12,158.125,158.5,151.5,151.625,14420400,29.748052
1996/12/13,152.25,154.875,152,152.875,15562400,29.993296
1996/12/16,153,153.25,147.25,148.625,14377600,29.159467
1996/12/17,148.375,153.625,147.375,151.875,16082400,29.797101
1996/12/18,152.5,159,152.375,158.625,14443200,31.121416
1996/12/19,159.75,159.75,157.25,158.125,13614000,31.023319
1996/12/20,158.125,158.375,154.125,154.625,16724800,30.336637
1996/12/23,154,155.375,152.75,154.25,8732800,30.263064
1996/12/24,154.125,156,154.125,155.75,2660000,30.557356
1996/12/26,157.375,158.375,155.125,155.75,4527200,30.557356
1996/12/27,155.625,155.625,153.5,155.125,5049200,30.434734
1996/12/30,155.25,155.5,153.625,153.625,4168000,30.140442
1996/12/31,153.75,155.375,150.875,151.5,7049600,29.723528
1997/1/2,153.75,154.375,150.25,153.25,16790000,30.066869
1997/1/3,155,159.125,154.875,159.125,12930400,31.219514
1997/1/6,159.375,163.375,158.5,161.25,19244400,31.636428
1997/1/7,160.875,163.75,159.375,163.375,10541200,32.053342
1997/1/8,164.125,164.25,159.125,159.875,11697600,31.36666
1997/1/9,159.75,162,158.375,161.875,12626800,31.75905
1997/1/10,160.5,164,160.125,163,17500800,31.979769
1997/1/13,163,166.25,162.75,163.875,15650800,32.15144
1997/1/14,165,167.625,164.5,167.01564,11786400,32.767617
1997/1/15,166.375,168.375,163.375,164.625,17712800,32.298586
1997/1/16,164.75,166.75,163.25,165.5,13896000,32.470256
1997/1/17,165.125,165.75,163.875,165.25,8868800,32.421208
1997/1/20,164.875,167.625,164.5,167,10706000,32.764549
1997/1/21,166.375,170.125,166.375,168,14993200,32.960744
1997/1/22,159,160,155,158,49184800,30.998795
1997/1/23,158.875,160.25,150.625,151.75,33802400,29.772576
1997/1/24,151.875,154,149,150.5,32776800,29.527333
1997/1/27,151.375,151.75,145,145.75,23704400,28.595407
1997/1/28,149.875,154.25,148.625,150.75,32306000,29.576381
1997/1/29,153.5,156.75,152.375,156.375,18664400,30.679978
1997/1/30,157.75,158.25,155.75,157.25,18296000,30.851648
1997/1/31,157.625,157.875,156.125,156.875,11565600,30.778075
1997/2/3,157.375,157.375,154.5,154.875,10599200,30.385685
1997/2/4,154.75,154.75,150.75,153.625,13544800,30.140442
1997/2/5,153.625,153.625,145.5,148.75,22077600,29.183992
1997/2/6,149,149.75,145.5,146,20778400,28.712014
1997/2/7,148.5,150,145.875,148.75,19807200,29.252822
1997/2/10,148.75,148.75,142,142.75,21562800,28.072876
1997/2/11,143.375,145.25,141.125,145.25,21540400,28.56452
1997/2/12,144,146.625,143,145,18515200,28.515356
1997/2/13,145.125,148.125,145.125,146.375,15851600,28.78576
1997/2/14,146.375,147.75,144,145,13698800,28.515356
1997/2/18,145.5,145.5,143.125,145.25,10740800,28.56452
1997/2/19,145.25,145.875,143,143.625,13449200,28.244952
1997/2/20,143.125,143.5,140.25,141.25,14332000,27.77789
1997/2/21,140.75,140.875,137.125,137.625,25234000,27.065006
1997/2/24,137.625,144,137.5,143.875,17130800,28.294116
1997/2/25,144.375,148,144.125,146.5,16793600,28.810342
1997/2/26,147,147.5,144,146.875,14681600,28.884089
1997/2/27,146.875,146.875,143,143,7088800,28.122041
1997/2/28,143.125,145.75,140.625,143.75,12262400,28.269534
1997/3/3,143.75,146.75,143.625,145.125,13215600,28.539938
1997/3/4,145.625,146.75,142.5,144.875,12252800,28.490774
1997/3/5,145.875,146.5,144.375,145.5,8004800,28.613685
1997/3/6,145.625,149,144.625,146.625,14781600,28.834925
1997/3/7,147.25,147.625,144.125,144.75,10627200,28.466192
1997/3/10,144.75,147,144.375,146.125,8171200,28.736596
1997/3/11,146.375,149.75,146,146,13422400,28.712014
1997/3/12,146,147.25,144.125,144.875,11308400,28.490774
1997/3/13,144.75,146.25,142.25,142.875,12151200,28.097459
1997/3/14,143.625,144.375,142.125,143.625,8024800,28.244952
1997/3/17,142.75,143.125,137.375,139.5,20377600,27.433739
1997/3/18,139.875,140.75,137.875,139.375,14544400,27.409157
1997/3/19,138.625,138.75,135.875,137.875,16477600,27.11417
1997/3/20,138,139.75,136.5,136.875,14904800,26.917513
1997/3/21,136.875,137.125,132.125,132.5,26149200,26.057136
1997/3/24,132.625,136.875,130,136.75,18016800,26.892931
1997/3/25,136.875,138.375,134.75,135.875,13837200,26.720855
1997/3/26,136.5,141.125,135.5,140.25,14059600,27.581232
1997/3/27,140.5,141.625,136.125,137,12832000,26.942095
1997/3/31,137.25,139.5,134.375,137.25,15508000,26.991259
1997/4/1,137,137.75,135.625,136.75,11717600,26.892931
1997/4/2,136.875,137.375,133.25,133.75,14152000,26.302958
1997/4/3,132,132.25,128.875,131.125,21538000,25.786731
1997/4/4,127.25,131.125,127.125,129.25,25006400,25.417998
